participant,session,completion,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
MDPRF29232,DFB33DBF-4A90-44EA-9C47-3959D91523BC,NA,2023-10-30_16h09.52.672,VExplicitOC_RO,2022.2.5,MacIntel,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF29232,DFB33DBF-4A90-44EA-9C47-3959D91523BC,NA,2023-10-30_16h09.52.672,VExplicitOC_RO,2022.2.5,MacIntel,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF29232,DFB33DBF-4A90-44EA-9C47-3959D91523BC,NA,2023-10-30_16h09.52.672,VExplicitOC_RO,2022.2.5,MacIntel,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF29232,DFB33DBF-4A90-44EA-9C47-3959D91523BC,NA,2023-10-30_16h09.52.672,VExplicitOC_RO,2022.2.5,MacIntel,62.5,76,5.536,2.015,0,0,0,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF29232,DFB33DBF-4A90-44EA-9C47-3959D91523BC,NA,2023-10-30_16h09.52.672,VExplicitOC_RO,2022.2.5,MacIntel,62.5,-44.88888889,4.869,2.015,0,1,1,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF29232,DFB33DBF-4A90-44EA-9C47-3959D91523BC,NA,2023-10-30_16h09.52.672,VExplicitOC_RO,2022.2.5,MacIntel,62.5,81.55555556,3.533,2.016,0,2,2,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF29232,DFB33DBF-4A90-44EA-9C47-3959D91523BC,NA,2023-10-30_16h09.52.672,VExplicitOC_RO,2022.2.5,MacIntel,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF29232,DFB33DBF-4A90-44EA-9C47-3959D91523BC,NA,2023-10-30_16h09.52.672,VExplicitOC_RO,2022.2.5,MacIntel,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF29232,DFB33DBF-4A90-44EA-9C47-3959D91523BC,NA,2023-10-30_16h09.52.672,VExplicitOC_RO,2022.2.5,MacIntel,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF29232,DFB33DBF-4A90-44EA-9C47-3959D91523BC,NA,2023-10-30_16h09.52.672,VExplicitOC_RO,2022.2.5,MacIntel,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
