participant,session,completion,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
MDPRF10933,7682CE26-6043-4E41-8F5B-BECFEAE13800,NA,2023-10-30_15h57.29.735,VExplicitOC_RO,2022.2.5,MacIntel,59.84082341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF10933,7682CE26-6043-4E41-8F5B-BECFEAE13800,NA,2023-10-30_15h57.29.735,VExplicitOC_RO,2022.2.5,MacIntel,59.84082341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF10933,7682CE26-6043-4E41-8F5B-BECFEAE13800,NA,2023-10-30_15h57.29.735,VExplicitOC_RO,2022.2.5,MacIntel,59.84082341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF10933,7682CE26-6043-4E41-8F5B-BECFEAE13800,NA,2023-10-30_15h57.29.735,VExplicitOC_RO,2022.2.5,MacIntel,59.84082341,13.05729167,5.3302,2.0129,0,0,0,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF10933,7682CE26-6043-4E41-8F5B-BECFEAE13800,NA,2023-10-30_15h57.29.735,VExplicitOC_RO,2022.2.5,MacIntel,59.84082341,-27.43923611,3.451,2.0047,0,1,1,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF10933,7682CE26-6043-4E41-8F5B-BECFEAE13800,NA,2023-10-30_15h57.29.735,VExplicitOC_RO,2022.2.5,MacIntel,59.84082341,-43.18576389,3.1789,2.0067,0,2,2,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF10933,7682CE26-6043-4E41-8F5B-BECFEAE13800,NA,2023-10-30_15h57.29.735,VExplicitOC_RO,2022.2.5,MacIntel,59.84082341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF10933,7682CE26-6043-4E41-8F5B-BECFEAE13800,NA,2023-10-30_15h57.29.735,VExplicitOC_RO,2022.2.5,MacIntel,59.84082341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF10933,7682CE26-6043-4E41-8F5B-BECFEAE13800,NA,2023-10-30_15h57.29.735,VExplicitOC_RO,2022.2.5,MacIntel,59.84082341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF10933,7682CE26-6043-4E41-8F5B-BECFEAE13800,NA,2023-10-30_15h57.29.735,VExplicitOC_RO,2022.2.5,MacIntel,59.84082341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
