participant,session,completion,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
MDPRF45287,E45B57F6-207D-4147-928C-CBD6E8D4E57B,NA,2023-10-30_15h48.33.647,VExplicitOC_RO,2022.2.5,Win32,60.06366749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF45287,E45B57F6-207D-4147-928C-CBD6E8D4E57B,NA,2023-10-30_15h48.33.647,VExplicitOC_RO,2022.2.5,Win32,60.06366749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF45287,E45B57F6-207D-4147-928C-CBD6E8D4E57B,NA,2023-10-30_15h48.33.647,VExplicitOC_RO,2022.2.5,Win32,60.06366749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF45287,E45B57F6-207D-4147-928C-CBD6E8D4E57B,NA,2023-10-30_15h48.33.647,VExplicitOC_RO,2022.2.5,Win32,60.06366749,55.329828,4.986,2.001,0,0,0,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF45287,E45B57F6-207D-4147-928C-CBD6E8D4E57B,NA,2023-10-30_15h48.33.647,VExplicitOC_RO,2022.2.5,Win32,60.06366749,-24.39324642,4.2021,2.0142,0,1,1,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF45287,E45B57F6-207D-4147-928C-CBD6E8D4E57B,NA,2023-10-30_15h48.33.647,VExplicitOC_RO,2022.2.5,Win32,60.06366749,35.72276317,3.521700001,2.007900001,0,2,2,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF45287,E45B57F6-207D-4147-928C-CBD6E8D4E57B,NA,2023-10-30_15h48.33.647,VExplicitOC_RO,2022.2.5,Win32,60.06366749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF45287,E45B57F6-207D-4147-928C-CBD6E8D4E57B,NA,2023-10-30_15h48.33.647,VExplicitOC_RO,2022.2.5,Win32,60.06366749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF45287,E45B57F6-207D-4147-928C-CBD6E8D4E57B,NA,2023-10-30_15h48.33.647,VExplicitOC_RO,2022.2.5,Win32,60.06366749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF45287,E45B57F6-207D-4147-928C-CBD6E8D4E57B,NA,2023-10-30_15h48.33.647,VExplicitOC_RO,2022.2.5,Win32,60.06366749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
