participant,session,completion,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
MDPRF61059,D582E2E8-9AB1-4119-902C-6419844CE7A2,NA,2023-10-30_16h09.50.861,VExplicitOC_RO,2022.2.5,Win32,60.27000964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF61059,D582E2E8-9AB1-4119-902C-6419844CE7A2,NA,2023-10-30_16h09.50.861,VExplicitOC_RO,2022.2.5,Win32,60.27000964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF61059,D582E2E8-9AB1-4119-902C-6419844CE7A2,NA,2023-10-30_16h09.50.861,VExplicitOC_RO,2022.2.5,Win32,60.27000964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF61059,D582E2E8-9AB1-4119-902C-6419844CE7A2,NA,2023-10-30_16h09.50.861,VExplicitOC_RO,2022.2.5,Win32,60.27000964,-26.04166667,5.6702,2.0058,0,0,0,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF61059,D582E2E8-9AB1-4119-902C-6419844CE7A2,NA,2023-10-30_16h09.50.861,VExplicitOC_RO,2022.2.5,Win32,60.27000964,37.5,5.9886,2.015,0,1,1,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF61059,D582E2E8-9AB1-4119-902C-6419844CE7A2,NA,2023-10-30_16h09.50.861,VExplicitOC_RO,2022.2.5,Win32,60.27000964,100,5.1882,2.0155,0,2,2,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF61059,D582E2E8-9AB1-4119-902C-6419844CE7A2,NA,2023-10-30_16h09.50.861,VExplicitOC_RO,2022.2.5,Win32,60.27000964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF61059,D582E2E8-9AB1-4119-902C-6419844CE7A2,NA,2023-10-30_16h09.50.861,VExplicitOC_RO,2022.2.5,Win32,60.27000964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF61059,D582E2E8-9AB1-4119-902C-6419844CE7A2,NA,2023-10-30_16h09.50.861,VExplicitOC_RO,2022.2.5,Win32,60.27000964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF61059,D582E2E8-9AB1-4119-902C-6419844CE7A2,NA,2023-10-30_16h09.50.861,VExplicitOC_RO,2022.2.5,Win32,60.27000964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
