participant,session,completion,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,100,3.7349,2.0027,0,0,0,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,-97.96296014,3.1169,2.0096,0,1,1,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,-47.77777778,4.3306,2.0022,0,2,2,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.6296268,6.0259,0,0,0,0,1,rest (looking at a fixed cross),001.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.14815945,2.2189,0,1,1,1,1,stand up,002.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.92593723,1.687,0,2,2,2,1,stretch,003.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2.4074,0,3,3,3,1,make a drink,004.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDPRF03895,67611FB6-F70C-408D-B456-3E248F8C5BCD,NA,2023-10-30_15h52.39.380,VExplicitOC_RO,2022.2.5,Win32,59.96641881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.88888889,3.3465,0,4,4,4,1,scroll social media,005.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
