"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","Consent.Form.object.2.I.have.read.and.understood.the.information.sheet.and.hereby.give.my.consent.to.take.part.in.this.experiment.in.full.knowledge.that.data.is.being.recorded...I.Agree.","Consent.Form.object.2.I.have.read.the.information.above.and.understand.I.can.email.the.researchers.with.any.questions...I.Agree.","Consent.Form.object.2.I.consent.to.the.collection.of.the.following.types.of.research.data..Mental.health.questionnaires.and.performance.on.computerised.tasks...I.Agree.","Consent.Form.object.2.I.understand.that.no.identifiable.personal.information.will.be.collected.and.that.my.data.will.be.stored.securely...I.Agree.","Consent.Form.object.2.I.understand.that.participation.is.completely.voluntary.and.that.I.can.withdraw.at.any.point.without.giving.any.reason.and.without.any.penalty..simply.by.closing.my.browser...I.Agree.","Consent.Form.object.2.I.understand.that.confidentiality.will.be.strictly.adhered.to.and.it.will.not.be.possible.to.identify.me.in.any.publications.or.presentations..I.understand.that.such.confidentiality.is.limited.if.evidence.of.wrongdoing.or.potential.harm.is.uncovered..In.such.cases.the.researcher.may.be.obliged.to.contact.relevant.statutory.bodies.agencies...I.Agree.","Consent.Form.object.2.I.understand.the.benefits.of.participating.as.stated.in.the.Information.Sheet..including.the.receipt.of.financial.compensation..at.the.rate.of..8.per.hour...I.Agree.","Consent.Form.object.2.I.understand.that.only.fully.anonymised.research.data.from.the.study.will.be.presented..published.or.archived.in.an.open.access.repository..which.might.be.used.for.future.analysis.by.other.researchers.not.connected.with.UCL...I.Agree.","Consent.Form.object.2.I.hereby.confirm.that.I.am.aged.18.25..speak.fluent.English..and.have.a.good.internet.connection...I.Agree.","Consent.Form.object.2.I.consent.to.take.part.in.the.study...I.Agree.","Random_ID"
"1",1718879245312,"20/06/2024 10:27:25",1718882845312,1,"20/06/2024 12:27:25",178265,9,"questionnaire-1tsk",NA,38389911,11284191,NA,"complete",NA,"667403e1ca904020b37afd52","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x991",NA,NA,0,"Consent",11,"In","ABKCJDIEHFG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF24387"
"1",1718879368355,"20/06/2024 10:29:28",1718882968355,1,"20/06/2024 12:29:28",178265,9,"questionnaire-1tsk",NA,38389955,11284203,NA,"complete",NA,"6674047b76089b80c636e57a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x728",NA,NA,0,"Consent",11,"In","BCADKEJFIGH",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF46030"
"1",1718880344716,"20/06/2024 10:45:44",1718883944716,1,"20/06/2024 12:45:44",178265,9,"questionnaire-1tsk",NA,38390307,11284290,NA,"complete",NA,"66740843fa0af119bfab98e8","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x695",NA,NA,0,"Consent",11,"In","DECFBGAHKIJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF52921"
"1",1718880505034,"20/06/2024 10:48:25",1718884105034,1,"20/06/2024 12:48:25",178265,9,"questionnaire-1tsk",NA,38390357,11284302,NA,"complete",NA,"6674085a4457cfdf7f5126e0","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1036x703",NA,NA,0,"Consent",11,"In","EFDGCHBIAJK",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF66122"
"1",1718881125724,"20/06/2024 10:58:45",1718884725724,1,"20/06/2024 12:58:45",178265,9,"questionnaire-1tsk",NA,38390536,11284371,NA,"complete",NA,"66740b4b1029fffa6dbb6cc1","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","576x928",NA,NA,0,"Consent",11,"In","FGEHDICJBKA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF18638"
"1",1718881411673,"20/06/2024 11:03:31",1718885011673,1,"20/06/2024 13:03:31",178265,9,"questionnaire-1tsk",NA,38390681,11284406,NA,"complete",NA,"66740c76cf9d41001af51769","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x673",NA,NA,0,"Consent",11,"In","GHFIEJDKCAB",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF61449"
"1",1718881533642,"20/06/2024 11:05:33",1718885133642,1,"20/06/2024 13:05:33",178265,9,"questionnaire-1tsk",NA,38390767,11284422,NA,"complete",NA,"66740caa47003a88c1be0808","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x706",NA,NA,0,"Consent",11,"In","HIGJFKEADBC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF91602"
"1",1718881636162,"20/06/2024 11:07:16",1718885236162,1,"20/06/2024 13:07:16",178265,9,"questionnaire-1tsk",NA,38390884,11284440,NA,"complete",NA,"66740d52fbe1c267a3ea8785","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"Consent",11,"In","IJHKGAFBECD",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF79155"
"1",1718882058938,"20/06/2024 11:14:18",1718885658938,1,"20/06/2024 13:14:18",178265,9,"questionnaire-1tsk",NA,38391199,11284495,NA,"complete",NA,"66740e8762222f11ad5f451b","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1064x996",NA,NA,0,"Consent",11,"In","JKIAHBGCFDE",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF01588"
"1",1718882186666,"20/06/2024 11:16:26",1718885786666,1,"20/06/2024 13:16:26",178265,9,"questionnaire-1tsk",NA,38391257,11284508,NA,"complete",NA,"66740f7c97f7a5dddadd9db6","computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1536x864","1536x738",NA,NA,0,"Consent",11,"In","KAJBICHDGEF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF20104"
"1",1718882218148,"20/06/2024 11:16:58",1718885818148,1,"20/06/2024 13:16:58",178265,9,"questionnaire-1tsk",NA,38391272,11284513,NA,"complete",NA,"66740ef96f7fc086f510c1ea","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Consent",11,"In","ABKCJDIEHFG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF65569"
"1",1718882309686,"20/06/2024 11:18:29",1718885909686,1,"20/06/2024 13:18:29",178265,9,"questionnaire-1tsk",NA,38391322,11284524,NA,"complete",NA,"66740fe0152457ddfb138422","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x776",NA,NA,0,"Consent",11,"In","CDBEAFKGJHI",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF83190"
"1",1718882349829,"20/06/2024 11:19:09",1718885949829,1,"20/06/2024 13:19:09",178265,9,"questionnaire-1tsk",NA,38391336,11284528,NA,"complete",NA,"6674101512be347a05a0a8ea","computer","Desktop or Laptop","Mac OS 10.14.6","Chrome 94.0.4606.81","1440x900","1440x821",NA,NA,0,"Consent",11,"In","BCADKEJFIGH",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF81666"
"1",1718882506049,"20/06/2024 11:21:46",1718886106049,1,"20/06/2024 13:21:46",178265,9,"questionnaire-1tsk",NA,38391414,11284542,NA,"complete",NA,"667410bc9da3fdb506dd9ce5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","2048x1280","2044x1079",NA,NA,0,"Consent",11,"In","DECFBGAHKIJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF41800"
"1",1718882548436,"20/06/2024 11:22:28",1718886148436,1,"20/06/2024 13:22:28",178265,9,"questionnaire-1tsk",NA,38391431,11284545,NA,"complete",NA,"667410df85e20836509632c5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x779",NA,NA,0,"Consent",11,"In","EFDGCHBIAJK",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF12782"
"1",1718882702508,"20/06/2024 11:25:02",1718886302508,1,"20/06/2024 13:25:02",178265,9,"questionnaire-1tsk",NA,38391502,11284564,NA,"complete",NA,"667411553c10b42edfef22b0","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","895x690",NA,NA,0,"Consent",11,"In","FGEHDICJBKA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF15998"
"1",1718882705753,"20/06/2024 11:25:05",1718886305753,1,"20/06/2024 13:25:05",178265,9,"questionnaire-1tsk",NA,38391503,11284565,NA,"complete",NA,"6674111a287b4f2112e8a5fd","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x919",NA,NA,0,"Consent",11,"In","HIGJFKEADBC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF50909"
"1",1718882761461,"20/06/2024 11:26:01",1718886361461,1,"20/06/2024 13:26:01",178265,9,"questionnaire-1tsk",NA,38391544,11284573,NA,"complete",NA,"667411be7e122f3b0d5884e5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x813",NA,NA,0,"Consent",11,"In","GHFIEJDKCAB",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF05151"
"1",1718882828632,"20/06/2024 11:27:08",1718886428632,1,"20/06/2024 13:27:08",178265,9,"questionnaire-1tsk",NA,38391577,11284577,NA,"complete",NA,"667411f785f472fbb31cf32d","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","857x870",NA,NA,0,"Consent",11,"In","IJHKGAFBECD",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF31721"
"1",1718882974550,"20/06/2024 11:29:34",1718886574550,1,"20/06/2024 13:29:34",178265,9,"questionnaire-1tsk",NA,38391649,11284586,NA,"complete",NA,"66741256e8e9c6ec32d85d1d","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1366x768","1366x641",NA,NA,0,"Consent",11,"In","JKIAHBGCFDE",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF34679"
"1",1718882979200,"20/06/2024 11:29:39",1718886579200,1,"20/06/2024 13:29:39",178265,9,"questionnaire-1tsk",NA,38391652,11284587,NA,"complete",NA,"667412867e38a68bb2aad47a","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1440x900","1440x813",NA,NA,0,"Consent",11,"In","KAJBICHDGEF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF16544"
"1",1718883056996,"20/06/2024 11:30:56",1718868656996,-4,"20/06/2024 03:30:56",178265,9,"questionnaire-1tsk",NA,38391726,11284609,NA,"complete",NA,"667412b92a32c0e4b41c53dd","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1080","2560x953",NA,NA,0,"Consent",11,"In","ABKCJDIEHFG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF96648"
"1",1718883325023,"20/06/2024 11:35:25",1718886925023,1,"20/06/2024 13:35:25",178265,9,"questionnaire-1tsk",NA,38392040,11284696,NA,"complete",NA,"6674135547003a88c1be09b7","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 125.0.0.0","1366x768","1366x633",NA,NA,0,"Consent",11,"In","BCADKEJFIGH",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF14619"
"1",1718883474588,"20/06/2024 11:37:54",1718887074588,1,"20/06/2024 13:37:54",178265,9,"questionnaire-1tsk",NA,38392149,11284715,NA,"complete",NA,"667414644a0b815b84744224","computer","Desktop or Laptop","Windows 10","Chrome 124.0.0.0","1536x864","1536x695",NA,NA,0,"Consent",11,"In","DECFBGAHKIJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF14738"
"1",1718883488510,"20/06/2024 11:38:08",1718887088510,1,"20/06/2024 13:38:08",178265,9,"questionnaire-1tsk",NA,38392188,11284723,NA,"complete",NA,"6674145ec50dc87bc1444b5e","computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1281x564","1280x559",NA,NA,0,"Consent",11,"In","CDBEAFKGJHI",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF45532"
"1",1718883516810,"20/06/2024 11:38:36",1718887116810,1,"20/06/2024 13:38:36",178265,9,"questionnaire-1tsk",NA,38392189,11284724,NA,"complete",NA,"66741499210d37e3b00bf442","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x730",NA,NA,0,"Consent",11,"In","FGEHDICJBKA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF84507"
"1",1718883528519,"20/06/2024 11:38:48",1718887128519,1,"20/06/2024 13:38:48",178265,9,"questionnaire-1tsk",NA,38392219,11284731,NA,"complete",NA,"667414a33d825aedadef7dec","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1792x1120","1557x897",NA,NA,0,"Consent",11,"In","EFDGCHBIAJK",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF05489"
"1",1718883572634,"20/06/2024 11:39:32",1718887172634,1,"20/06/2024 13:39:32",178265,9,"questionnaire-1tsk",NA,38392265,11284740,NA,"complete",NA,"6674146c26a2d95fe1904f69","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 125.0.0.0","1470x956","1470x833",NA,NA,0,"Consent",11,"In","GHFIEJDKCAB",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF05791"
"1",1718883589499,"20/06/2024 11:39:49",1718887189499,1,"20/06/2024 13:39:49",178265,9,"questionnaire-1tsk",NA,38392279,11284743,NA,"complete",NA,"667414319da3fdb506dd9dd5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 126.0.0.0","1440x900","1440x813",NA,NA,0,"Consent",11,"In","HIGJFKEADBC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF15787"
"1",1718883684616,"20/06/2024 11:41:24",1718887284616,1,"20/06/2024 13:41:24",178265,9,"questionnaire-1tsk",NA,38392356,11284756,NA,"complete",NA,"66741496c2e7185660444c1b","computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1368x912","912x500",NA,NA,0,"Consent",11,"In","IJHKGAFBECD",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF97532"
"1",1718883979804,"20/06/2024 11:46:19",1718887579804,1,"20/06/2024 13:46:19",178265,9,"questionnaire-1tsk",NA,38392514,11284781,NA,"complete",NA,"66741628d376d07b0f73162f","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","1279x1313",NA,NA,0,"Consent",11,"In","JKIAHBGCFDE",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF62256"
"1",1718884011076,"20/06/2024 11:46:51",1718887611076,1,"20/06/2024 13:46:51",178265,9,"questionnaire-1tsk",NA,38392617,11284793,NA,"complete",NA,"66741605fd1782e0e5026356","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1280x720","1280x585",NA,NA,0,"Consent",11,"In","KAJBICHDGEF",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF38981"
"1",1718884267110,"20/06/2024 11:51:07",1718887867110,1,"20/06/2024 13:51:07",178265,9,"questionnaire-1tsk",NA,38392803,11284816,NA,"complete",NA,"66741769c1be196f6727f22d","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1536x864","1536x738",NA,NA,0,"Consent",11,"In","ABKCJDIEHFG",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF91399"
"1",1718884550354,"20/06/2024 11:55:50",1718888150354,1,"20/06/2024 13:55:50",178265,9,"questionnaire-1tsk",NA,38392959,11284846,NA,"complete",NA,"667418b97b5b05c45cd64b42","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1366x768","1366x641",NA,NA,0,"Consent",11,"In","CDBEAFKGJHI",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF65440"
"1",1718884574796,"20/06/2024 11:56:14",1718888174796,1,"20/06/2024 13:56:14",178265,9,"questionnaire-1tsk",NA,38392978,11284850,NA,"complete",NA,"667418aba71d121242c52a52","computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1366x768","1366x607",NA,NA,0,"Consent",11,"In","DECFBGAHKIJ",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF66245"
"1",1718884596915,"20/06/2024 11:56:36",1718888196915,1,"20/06/2024 13:56:36",178265,9,"questionnaire-1tsk",NA,38392990,11284851,NA,"complete",NA,"667418e6b4b337c0902e10a8","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","2560x1440","2560x1279",NA,NA,0,"Consent",11,"In","EFDGCHBIAJK",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF44269"
"1",1718884651468,"20/06/2024 11:57:31",1718888251468,1,"20/06/2024 13:57:31",178265,9,"questionnaire-1tsk",NA,38393020,11284853,NA,"complete",NA,"66741561dad13cd44a61f97d","computer","Desktop or Laptop","Windows 10","Chrome 122.0.0.0","1463x823","1463x654",NA,NA,0,"Consent",11,"In","FGEHDICJBKA",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF70702"
"1",1718884724949,"20/06/2024 11:58:44",1718888324949,1,"20/06/2024 13:58:44",178265,9,"questionnaire-1tsk",NA,38393057,11284864,NA,"complete",NA,"66741969cdfeb6002491ab93","computer","Desktop or Laptop","Windows 10","Chrome 126.0.0.0","1920x1080","1920x911",NA,NA,0,"Consent",11,"In","GHFIEJDKCAB",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF01328"
"1",1718884780019,"20/06/2024 11:59:40",1718888380019,1,"20/06/2024 13:59:40",178265,9,"questionnaire-1tsk",NA,38393090,11284871,NA,"complete",NA,"667419689477551181cbdcd9","computer","Desktop or Laptop","Windows 10","Chrome 125.0.0.0","1552x970","1552x848",NA,NA,0,"Consent",11,"In","HIGJFKEADBC",NA,"In","1","1","1","1","1","1","1","1","1","1","MDPRF13522"
