"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand_M","Spreadsheet..Answer","Spreadsheet..C_points","Spreadsheet..L_points","Spreadsheet..W_points","Spreadsheet..rand_G","Manipulation..Spreadsheet","Store..Choice","Store..total","Store..total_score","Store..pounds","Store..total_money","Store..partA","Store..MoneyReward","Store..pointsPR","Random_ID"
"1",1727179926206,"24/09/2024 12:12:06",1727183526206,1,"24/09/2024 14:12:06",187387,9,"task-napx",NA,40225947,11744090,NA,"complete",NA,"66f2a595d3f19ce68f46b471","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1440",NA,NA,0,"Gambling_GBO",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",NA,"","","",NA,"info","START SUBSYSTEM base.component.fullscreenSubsystem",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF03607"
"2",1727179926211,"24/09/2024 12:12:06",1727183526211,1,"24/09/2024 14:12:06",187387,9,"task-napx",NA,40225947,11744090,NA,"complete",NA,"66f2a595d3f19ce68f46b471","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1440",NA,NA,0,"Gambling_GBO",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",NA,"","","",NA,"info","SUBSYSTEM READY base.component.fullscreenSubsystem",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF03607"
"3",1727179926222,"24/09/2024 12:12:06",1727183526222,1,"24/09/2024 14:12:06",187387,9,"task-napx",NA,40225947,11744090,NA,"complete",NA,"66f2a595d3f19ce68f46b471","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1440",NA,NA,0,"Gambling_GBO",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF03607"
"4",1727179930136,"24/09/2024 12:12:10",1727183530136,1,"24/09/2024 14:12:10",187387,9,"task-napx",NA,40225947,11744090,NA,"complete",NA,"66f2a595d3f19ce68f46b471","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1440",NA,NA,0,"Gambling_GBO",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"Intro","Screen 1","u1aumm",1,"continue","",3933.29999999963,3929,3933.29999999963,3933.29999999963,3929,3933.29999999963,1,3933.29999999963,0,0,NA,"Click To Continue","Continue Button",2,"object-37171","Intro","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF03607"
"5",1727179938814,"24/09/2024 12:12:18",1727183538814,1,"24/09/2024 14:12:18",187387,9,"task-napx",NA,40225947,11744090,NA,"complete",NA,"66f2a595d3f19ce68f46b471","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1440",NA,NA,0,"Gambling_GBO",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"Instructions","Screen 1","rfymdc",1,"continue","",8682.00000000075,8675.5,8682.00000000075,8682.00000000075,8675.5,8682.00000000075,1,8682.00000000075,0,0,NA,"Click To Continue","Continue Button",2,"object-3","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF03607"
"6",1727179949071,"24/09/2024 12:12:29",1727183549071,1,"24/09/2024 14:12:29",187387,9,"task-napx",NA,40225947,11744090,NA,"complete",NA,"66f2a595d3f19ce68f46b471","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1440",NA,NA,0,"Gambling_GBO",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"Instructions","Screen 2","x2kpu8",2,"continue","",10263.7,10260.5,10263.7,10263.7,10260.5,10263.7,1,10263.7,0,0,NA,"Click To Continue","Continue Button",2,"object-22021","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF03607"
"7",1727179952569,"24/09/2024 12:12:32",1727183552569,1,"24/09/2024 14:12:32",187387,9,"task-napx",NA,40225947,11744090,NA,"complete",NA,"66f2a595d3f19ce68f46b471","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1440",NA,NA,0,"Gambling_GBO",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"Instructions","Screen 3","o6zm7t",3,"continue","",3501.2,3495.3,3501.2,3501.2,3495.3,3501.2,1,3501.2,0,0,NA,"Click To Continue","Continue Button",2,"object-225","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF03607"
"8",1727179955135,"24/09/2024 12:12:35",1727183555135,1,"24/09/2024 14:12:35",187387,9,"task-napx",NA,40225947,11744090,NA,"complete",NA,"66f2a595d3f19ce68f46b471","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1440",NA,NA,0,"Gambling_GBO",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"Instructions","Screen 4","3hq7c2",4,"continue","",2571.70000000075,2569.3,2571.70000000075,2571.70000000075,2569.3,2571.70000000075,1,2571.70000000075,0,0,NA,"Click To Continue","Continue Button",4,"object-380","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF03607"
"9",1727179963086,"24/09/2024 12:12:43",1727183563086,1,"24/09/2024 14:12:43",187387,9,"task-napx",NA,40225947,11744090,NA,"complete",NA,"66f2a595d3f19ce68f46b471","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1440",NA,NA,0,"Gambling_GBO",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"Instructions","Screen 5","5jisqh",5,"continue","",7953.6,7949.8,7953.6,7953.6,7949.8,7953.6,1,7953.6,0,0,NA,"Click To Continue","Continue Button",2,"object-233","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF03607"
"10",1727179964058,"24/09/2024 12:12:44",1727183564058,1,"24/09/2024 14:12:44",187387,9,"task-napx",NA,40225947,11744090,NA,"complete",NA,"66f2a595d3f19ce68f46b471","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","2560x1440","2560x1440",NA,NA,0,"Gambling_GBO",12,"In","IJHKGAFBECD",NA,"In","HM_OCT","seq3","Gamble_Rand_Seq3","Gamble_Rand_Seq3",1,"Instructions","Screen 6","13xe5l",6,"continue","",975.800000000003,967.600000000006,975.800000000003,975.800000000003,967.600000000006,975.800000000003,1,975.800000000003,0,0,NA,"Click To Continue","Continue Button",2,"object-237","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF03607"
