"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand_M","Spreadsheet..Answer","Spreadsheet..C_points","Spreadsheet..L_points","Spreadsheet..W_points","Spreadsheet..rand_G","Manipulation..Spreadsheet","Store..Choice","Store..total","Store..total_score","Store..pounds","Store..total_money","Store..partA","Store..MoneyReward","Store..pointsPR","Random_ID"
"1",1727179040939,"24/09/2024 11:57:20",1727182640939,1,"24/09/2024 13:57:20",187387,9,"task-nz4r",NA,40225291,11744027,NA,"complete",NA,"66f2a319f730ecf1c5ee26f5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1710x1107","1710x947",NA,NA,0,"Gambling_GBO",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",NA,"","","",NA,"info","START SUBSYSTEM base.component.fullscreenSubsystem",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67386"
"2",1727179040948,"24/09/2024 11:57:20",1727182640948,1,"24/09/2024 13:57:20",187387,9,"task-nz4r",NA,40225291,11744027,NA,"complete",NA,"66f2a319f730ecf1c5ee26f5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1710x1107","1710x947",NA,NA,0,"Gambling_GBO",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",NA,"","","",NA,"info","SUBSYSTEM READY base.component.fullscreenSubsystem",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67386"
"3",1727179040964,"24/09/2024 11:57:20",1727182640964,1,"24/09/2024 13:57:20",187387,9,"task-nz4r",NA,40225291,11744027,NA,"complete",NA,"66f2a319f730ecf1c5ee26f5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1710x1107","1710x947",NA,NA,0,"Gambling_GBO",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67386"
"4",1727179044237,"24/09/2024 11:57:24",1727182644237,1,"24/09/2024 13:57:24",187387,9,"task-nz4r",NA,40225291,11744027,NA,"complete",NA,"66f2a319f730ecf1c5ee26f5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1710x1107","1710x947",NA,NA,0,"Gambling_GBO",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Intro","Screen 1","u1aumm",1,"continue","",3307.20000000037,3300,3307.20000000037,3307.20000000037,3300,3307.20000000037,1,3307.20000000037,0,0,NA,"Click To Continue","Continue Button",2,"object-37171","Intro","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67386"
"5",1727179051542,"24/09/2024 11:57:31",1727182651542,1,"24/09/2024 13:57:31",187387,9,"task-nz4r",NA,40225291,11744027,NA,"complete",NA,"66f2a319f730ecf1c5ee26f5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1710x1107","1710x947",NA,NA,0,"Gambling_GBO",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 1","rfymdc",1,"continue","",7312.20000000037,7299.9,7312.20000000037,7312.20000000037,7299.9,7312.20000000037,1,7312.20000000037,0,0,NA,"Click To Continue","Continue Button",2,"object-3","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67386"
"6",1727179053567,"24/09/2024 11:57:33",1727182653567,1,"24/09/2024 13:57:33",187387,9,"task-nz4r",NA,40225291,11744027,NA,"complete",NA,"66f2a319f730ecf1c5ee26f5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1710x1107","1710x947",NA,NA,0,"Gambling_GBO",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 2","x2kpu8",2,"continue","",2037.30000000037,2033.4,2037.30000000037,2037.30000000037,2033.4,2037.30000000037,1,2037.30000000037,0,0,NA,"Click To Continue","Continue Button",2,"object-22021","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67386"
"7",1727179056187,"24/09/2024 11:57:36",1727182656187,1,"24/09/2024 13:57:36",187387,9,"task-nz4r",NA,40225291,11744027,NA,"complete",NA,"66f2a319f730ecf1c5ee26f5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1710x1107","1710x947",NA,NA,0,"Gambling_GBO",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 3","o6zm7t",3,"continue","",2624.5,2616.6,2624.5,2624.5,2616.6,2624.5,1,2624.5,0,0,NA,"Click To Continue","Continue Button",2,"object-225","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67386"
"8",1727179059021,"24/09/2024 11:57:39",1727182659021,1,"24/09/2024 13:57:39",187387,9,"task-nz4r",NA,40225291,11744027,NA,"complete",NA,"66f2a319f730ecf1c5ee26f5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1710x1107","1710x947",NA,NA,0,"Gambling_GBO",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 4","3hq7c2",4,"continue","",2841.80000000037,2833.4,2841.80000000037,2841.80000000037,2833.4,2841.80000000037,1,2841.80000000037,0,0,NA,"Click To Continue","Continue Button",4,"object-380","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67386"
"9",1727179067726,"24/09/2024 11:57:47",1727182667726,1,"24/09/2024 13:57:47",187387,9,"task-nz4r",NA,40225291,11744027,NA,"complete",NA,"66f2a319f730ecf1c5ee26f5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1710x1107","1710x947",NA,NA,0,"Gambling_GBO",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 5","5jisqh",5,"continue","",8713.30000000075,8700,8713.30000000075,8713.30000000075,8700,8713.30000000075,1,8713.30000000075,0,0,NA,"Click To Continue","Continue Button",2,"object-233","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67386"
"10",1727179069482,"24/09/2024 11:57:49",1727182669482,1,"24/09/2024 13:57:49",187387,9,"task-nz4r",NA,40225291,11744027,NA,"complete",NA,"66f2a319f730ecf1c5ee26f5","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1710x1107","1710x947",NA,NA,0,"Gambling_GBO",12,"In","DECFBGAHKIJ",NA,"In","MH_OCT","seq4","Gamble_Rand_Seq4","Gamble_Rand_Seq4",1,"Instructions","Screen 6","13xe5l",6,"continue","",1769.10000000056,1766.7,1769.10000000056,1769.10000000056,1766.7,1769.10000000056,1,1769.10000000056,0,0,NA,"Click To Continue","Continue Button",2,"object-237","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67386"
