"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand_M","Spreadsheet..Answer","Spreadsheet..C_points","Spreadsheet..L_points","Spreadsheet..W_points","Spreadsheet..rand_G","Manipulation..Spreadsheet","Store..Choice","Store..total","Store..total_score","Store..pounds","Store..total_money","Store..partA","Store..MoneyReward","Store..pointsPR","Random_ID"
"1",1727179507314,"24/09/2024 12:05:07",1727183107314,1,"24/09/2024 14:05:07",187387,9,"task-nt36",NA,40225630,11744030,NA,"complete",NA,"66f2a2e28fe4ad12490ea906","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1504x1003","1504x1003",NA,NA,0,"Gambling_GBO",12,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",NA,"","","",NA,"info","START SUBSYSTEM base.component.fullscreenSubsystem",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF51568"
"2",1727179507339,"24/09/2024 12:05:07",1727183107339,1,"24/09/2024 14:05:07",187387,9,"task-nt36",NA,40225630,11744030,NA,"complete",NA,"66f2a2e28fe4ad12490ea906","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1504x1003","1504x1003",NA,NA,0,"Gambling_GBO",12,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",NA,"","","",NA,"info","SUBSYSTEM READY base.component.fullscreenSubsystem",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF51568"
"3",1727179507411,"24/09/2024 12:05:07",1727183107411,1,"24/09/2024 14:05:07",187387,9,"task-nt36",NA,40225630,11744030,NA,"complete",NA,"66f2a2e28fe4ad12490ea906","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1504x1003","1504x1003",NA,NA,0,"Gambling_GBO",12,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF51568"
"4",1727179510024,"24/09/2024 12:05:10",1727183110024,1,"24/09/2024 14:05:10",187387,9,"task-nt36",NA,40225630,11744030,NA,"complete",NA,"66f2a2e28fe4ad12490ea906","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1504x1003","1504x1003",NA,NA,0,"Gambling_GBO",12,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Intro","Screen 1","u1aumm",1,"continue","",2738.59599997616,2731.696,2738.59599997616,2738.59599997616,2731.696,2738.59599997616,1,2738.59599997616,0,0,NA,"Click To Continue","Continue Button",2,"object-37171","Intro","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF51568"
"5",1727179515410,"24/09/2024 12:05:15",1727183115410,1,"24/09/2024 14:05:15",187387,9,"task-nt36",NA,40225630,11744030,NA,"complete",NA,"66f2a2e28fe4ad12490ea906","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1504x1003","1504x1003",NA,NA,0,"Gambling_GBO",12,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Instructions","Screen 1","rfymdc",1,"continue","",5393.20000004768,5383.3,5393.20000004768,5393.20000004768,5383.3,5393.20000004768,1,5393.20000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-3","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF51568"
"6",1727179520735,"24/09/2024 12:05:20",1727183120735,1,"24/09/2024 14:05:20",187387,9,"task-nt36",NA,40225630,11744030,NA,"complete",NA,"66f2a2e28fe4ad12490ea906","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1504x1003","1504x1003",NA,NA,0,"Gambling_GBO",12,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Instructions","Screen 2","x2kpu8",2,"continue","",5335.09999997616,5333.3,5335.09999997616,5335.09999997616,5333.3,5335.09999997616,1,5335.09999997616,0,0,NA,"Click To Continue","Continue Button",2,"object-22021","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF51568"
"7",1727179521972,"24/09/2024 12:05:21",1727183121972,1,"24/09/2024 14:05:21",187387,9,"task-nt36",NA,40225630,11744030,NA,"complete",NA,"66f2a2e28fe4ad12490ea906","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1504x1003","1504x1003",NA,NA,0,"Gambling_GBO",12,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Instructions","Screen 3","o6zm7t",3,"continue","",1238.70000007153,1233.6,1238.70000007153,1238.70000007153,1233.6,1238.70000007153,1,1238.70000007153,0,0,NA,"Click To Continue","Continue Button",2,"object-225","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF51568"
"8",1727179523721,"24/09/2024 12:05:23",1727183123721,1,"24/09/2024 14:05:23",187387,9,"task-nt36",NA,40225630,11744030,NA,"complete",NA,"66f2a2e28fe4ad12490ea906","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1504x1003","1504x1003",NA,NA,0,"Gambling_GBO",12,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Instructions","Screen 4","3hq7c2",4,"continue","",1754.50000004768,1749.8,1754.50000004768,1754.50000004768,1749.8,1754.50000004768,1,1754.50000004768,0,0,NA,"Click To Continue","Continue Button",4,"object-380","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF51568"
"9",1727179525338,"24/09/2024 12:05:25",1727183125338,1,"24/09/2024 14:05:25",187387,9,"task-nt36",NA,40225630,11744030,NA,"complete",NA,"66f2a2e28fe4ad12490ea906","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1504x1003","1504x1003",NA,NA,0,"Gambling_GBO",12,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Instructions","Screen 5","5jisqh",5,"continue","",1621.70000004768,1616.7,1621.70000004768,1621.70000004768,1616.7,1621.70000004768,1,1621.70000004768,0,0,NA,"Click To Continue","Continue Button",2,"object-233","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF51568"
"10",1727179526168,"24/09/2024 12:05:26",1727183126168,1,"24/09/2024 14:05:26",187387,9,"task-nt36",NA,40225630,11744030,NA,"complete",NA,"66f2a2e28fe4ad12490ea906","computer","Desktop or Laptop","Windows 10","Chrome 129.0.0.0","1504x1003","1504x1003",NA,NA,0,"Gambling_GBO",12,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Instructions","Screen 6","13xe5l",6,"continue","",833.300000000003,816.700000000001,833.300000000003,833.300000000003,816.700000000001,833.300000000003,1,833.300000000003,0,0,NA,"Click To Continue","Continue Button",2,"object-237","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF51568"
