"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.k5rb","randomiser.rz7w","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Emo","Spreadsheet..LHS_Lab","Spreadsheet..RHS_Lab","Spreadsheet..rand_M","Spreadsheet..Answer","Spreadsheet..C_points","Spreadsheet..L_points","Spreadsheet..W_points","Spreadsheet..rand_G","Manipulation..Spreadsheet","Store..Choice","Store..total","Store..total_score","Store..pounds","Store..total_money","Store..partA","Store..MoneyReward","Store..pointsPR","Random_ID"
"1",1730467287210,"01/11/2024 13:21:27",1730467287210,0,"01/11/2024 13:21:27",193496,6,"task-nt36",NA,41048070,11986070,NA,"complete",NA,"6724cfd1b1886425b73159eb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1470x956","1470x832",NA,NA,0,"Gambling_GBO",15,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",NA,"","","",NA,"info","START SUBSYSTEM base.component.fullscreenSubsystem",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67412"
"2",1730467287222,"01/11/2024 13:21:27",1730467287222,0,"01/11/2024 13:21:27",193496,6,"task-nt36",NA,41048070,11986070,NA,"complete",NA,"6724cfd1b1886425b73159eb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1470x956","1470x832",NA,NA,0,"Gambling_GBO",15,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",NA,"","","",NA,"info","SUBSYSTEM READY base.component.fullscreenSubsystem",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67412"
"3",1730467287243,"01/11/2024 13:21:27",1730467287243,0,"01/11/2024 13:21:27",193496,6,"task-nt36",NA,41048070,11986070,NA,"complete",NA,"6724cfd1b1886425b73159eb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1470x956","1470x832",NA,NA,0,"Gambling_GBO",15,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",NA,"","","",NA,"info","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67412"
"4",1730467291370,"01/11/2024 13:21:31",1730467291370,0,"01/11/2024 13:21:31",193496,6,"task-nt36",NA,41048070,11986070,NA,"complete",NA,"6724cfd1b1886425b73159eb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1470x956","1470x832",NA,NA,0,"Gambling_GBO",15,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Intro","Screen 1","u1aumm",1,"continue","",4179.37800014305,4166.578,4179.37800014305,4179.37800014305,4166.578,4179.37800014305,1,4179.37800014305,0,0,NA,"Click To Continue","Continue Button",2,"object-37171","Intro","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67412"
"5",1730467298344,"01/11/2024 13:21:38",1730467298344,0,"01/11/2024 13:21:38",193496,6,"task-nt36",NA,41048070,11986070,NA,"complete",NA,"6724cfd1b1886425b73159eb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1470x956","1470x832",NA,NA,0,"Gambling_GBO",15,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Instructions","Screen 1","rfymdc",1,"continue","",6987.30000014305,6982.4,6987.30000014305,6987.30000014305,6982.4,6987.30000014305,1,6987.30000014305,0,0,NA,"Click To Continue","Continue Button",2,"object-3","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67412"
"6",1730467302552,"01/11/2024 13:21:42",1730467302552,0,"01/11/2024 13:21:42",193496,6,"task-nt36",NA,41048070,11986070,NA,"complete",NA,"6724cfd1b1886425b73159eb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1470x956","1470x832",NA,NA,0,"Gambling_GBO",15,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Instructions","Screen 2","x2kpu8",2,"continue","",4212.90000014305,4201,4212.90000014305,4212.90000014305,4201,4212.90000014305,1,4212.90000014305,0,0,NA,"Click To Continue","Continue Button",2,"object-22021","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67412"
"7",1730467304951,"01/11/2024 13:21:44",1730467304951,0,"01/11/2024 13:21:44",193496,6,"task-nt36",NA,41048070,11986070,NA,"complete",NA,"6724cfd1b1886425b73159eb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1470x956","1470x832",NA,NA,0,"Gambling_GBO",15,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Instructions","Screen 3","o6zm7t",3,"continue","",2411.10000019073,2399.9,2411.10000019073,2411.10000019073,2399.9,2411.10000019073,1,2411.10000019073,0,0,NA,"Click To Continue","Continue Button",2,"object-225","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67412"
"8",1730467308046,"01/11/2024 13:21:48",1730467308046,0,"01/11/2024 13:21:48",193496,6,"task-nt36",NA,41048070,11986070,NA,"complete",NA,"6724cfd1b1886425b73159eb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1470x956","1470x832",NA,NA,0,"Gambling_GBO",15,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Instructions","Screen 4","3hq7c2",4,"continue","",3106.00000014305,3100,3106.00000014305,3106.00000014305,3100,3106.00000014305,1,3106.00000014305,0,0,NA,"Click To Continue","Continue Button",4,"object-380","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67412"
"9",1730467318057,"01/11/2024 13:21:58",1730467318057,0,"01/11/2024 13:21:58",193496,6,"task-nt36",NA,41048070,11986070,NA,"complete",NA,"6724cfd1b1886425b73159eb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1470x956","1470x832",NA,NA,0,"Gambling_GBO",15,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Instructions","Screen 5","5jisqh",5,"continue","",10016.5,9999.9,10016.5,10016.5,9999.9,10016.5,1,10016.5,0,0,NA,"Click To Continue","Continue Button",2,"object-233","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67412"
"10",1730467319906,"01/11/2024 13:21:59",1730467319906,0,"01/11/2024 13:21:59",193496,6,"task-nt36",NA,41048070,11986070,NA,"complete",NA,"6724cfd1b1886425b73159eb","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 129.0.0.0","1470x956","1470x832",NA,NA,0,"Gambling_GBO",15,"In","EFDGCHBIAJK",NA,"In","MH_OCT","seq2","Gamble_Rand_Seq2","Gamble_Rand_Seq2",1,"Instructions","Screen 6","13xe5l",6,"continue","",1866,1850.1,1866,1866,1850.1,1866,1,1866,0,0,NA,"Click To Continue","Continue Button",2,"object-237","Instructions","","","",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"MDPRF67412"
