participant,session,completion,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,BottomAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_L.thisRepN,trials_FC_L.thisTrialN,trials_FC_L.thisN,trials_FC_L.thisIndex,trials_FC_L.ran,rating_alt_2.response,rating_alt_2.rt,AltC2.thisRepN,AltC2.thisTrialN,AltC2.thisN,AltC2.thisIndex,AltC2.ran,TopAlt_Choice,rndRat4.thisRepN,rndRat4.thisTrialN,rndRat4.thisN,rndRat4.thisIndex,rndRat4.ran,rndRat5.thisRepN,rndRat5.thisTrialN,rndRat5.thisN,rndRat5.thisIndex,rndRat5.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
SUPAMT18178,39O5D9O87ZRUUROWD07HNYSO6YPC3E,83F8F53E-74DE-4D16-981A-B466B5739767,2023-09-28_14h35.02.867,WP_VExplicitOC_LH,2022.2.5,MacIntel,59.99520038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT18178,39O5D9O87ZRUUROWD07HNYSO6YPC3E,83F8F53E-74DE-4D16-981A-B466B5739767,2023-09-28_14h35.02.867,WP_VExplicitOC_LH,2022.2.5,MacIntel,59.99520038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT18178,39O5D9O87ZRUUROWD07HNYSO6YPC3E,83F8F53E-74DE-4D16-981A-B466B5739767,2023-09-28_14h35.02.867,WP_VExplicitOC_LH,2022.2.5,MacIntel,59.99520038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT18178,39O5D9O87ZRUUROWD07HNYSO6YPC3E,83F8F53E-74DE-4D16-981A-B466B5739767,2023-09-28_14h35.02.867,WP_VExplicitOC_LH,2022.2.5,MacIntel,59.99520038,71.95092095,5.1792,2.0039,0,0,0,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT18178,39O5D9O87ZRUUROWD07HNYSO6YPC3E,83F8F53E-74DE-4D16-981A-B466B5739767,2023-09-28_14h35.02.867,WP_VExplicitOC_LH,2022.2.5,MacIntel,59.99520038,0.571577284,4.6436,2.0152,0,1,1,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT18178,39O5D9O87ZRUUROWD07HNYSO6YPC3E,83F8F53E-74DE-4D16-981A-B466B5739767,2023-09-28_14h35.02.867,WP_VExplicitOC_LH,2022.2.5,MacIntel,59.99520038,-18.22825114,3.4426,2.0136,0,2,2,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT18178,39O5D9O87ZRUUROWD07HNYSO6YPC3E,83F8F53E-74DE-4D16-981A-B466B5739767,2023-09-28_14h35.02.867,WP_VExplicitOC_LH,2022.2.5,MacIntel,59.99520038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT18178,39O5D9O87ZRUUROWD07HNYSO6YPC3E,83F8F53E-74DE-4D16-981A-B466B5739767,2023-09-28_14h35.02.867,WP_VExplicitOC_LH,2022.2.5,MacIntel,59.99520038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT18178,39O5D9O87ZRUUROWD07HNYSO6YPC3E,83F8F53E-74DE-4D16-981A-B466B5739767,2023-09-28_14h35.02.867,WP_VExplicitOC_LH,2022.2.5,MacIntel,59.99520038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT18178,39O5D9O87ZRUUROWD07HNYSO6YPC3E,83F8F53E-74DE-4D16-981A-B466B5739767,2023-09-28_14h35.02.867,WP_VExplicitOC_LH,2022.2.5,MacIntel,59.99520038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
