participant,session,completion,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,BottomAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_L.thisRepN,trials_FC_L.thisTrialN,trials_FC_L.thisN,trials_FC_L.thisIndex,trials_FC_L.ran,rating_alt_2.response,rating_alt_2.rt,AltC2.thisRepN,AltC2.thisTrialN,AltC2.thisN,AltC2.thisIndex,AltC2.ran,TopAlt_Choice,rndRat4.thisRepN,rndRat4.thisTrialN,rndRat4.thisN,rndRat4.thisIndex,rndRat4.ran,rndRat5.thisRepN,rndRat5.thisTrialN,rndRat5.thisN,rndRat5.thisIndex,rndRat5.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
SUPAMT79304,3SNVL38CIAR0QPW3Y6ZG4K9QHJ5KCP,AFFCDF88-5C27-47DA-A4C7-439401BD8120,2023-09-28_14h03.40.872,WP_VExplicitOC_LH,2022.2.5,Win32,16.12903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT79304,3SNVL38CIAR0QPW3Y6ZG4K9QHJ5KCP,AFFCDF88-5C27-47DA-A4C7-439401BD8120,2023-09-28_14h03.40.872,WP_VExplicitOC_LH,2022.2.5,Win32,16.12903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT79304,3SNVL38CIAR0QPW3Y6ZG4K9QHJ5KCP,AFFCDF88-5C27-47DA-A4C7-439401BD8120,2023-09-28_14h03.40.872,WP_VExplicitOC_LH,2022.2.5,Win32,16.12903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT79304,3SNVL38CIAR0QPW3Y6ZG4K9QHJ5KCP,AFFCDF88-5C27-47DA-A4C7-439401BD8120,2023-09-28_14h03.40.872,WP_VExplicitOC_LH,2022.2.5,Win32,16.12903226,50.52083333,4.607,2.0689,0,0,0,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT79304,3SNVL38CIAR0QPW3Y6ZG4K9QHJ5KCP,AFFCDF88-5C27-47DA-A4C7-439401BD8120,2023-09-28_14h03.40.872,WP_VExplicitOC_LH,2022.2.5,Win32,16.12903226,-84.89583333,5.6899,2.0601,0,1,1,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT79304,3SNVL38CIAR0QPW3Y6ZG4K9QHJ5KCP,AFFCDF88-5C27-47DA-A4C7-439401BD8120,2023-09-28_14h03.40.872,WP_VExplicitOC_LH,2022.2.5,Win32,16.12903226,75.52083333,3.8493,2.0459,0,2,2,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT79304,3SNVL38CIAR0QPW3Y6ZG4K9QHJ5KCP,AFFCDF88-5C27-47DA-A4C7-439401BD8120,2023-09-28_14h03.40.872,WP_VExplicitOC_LH,2022.2.5,Win32,16.12903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT79304,3SNVL38CIAR0QPW3Y6ZG4K9QHJ5KCP,AFFCDF88-5C27-47DA-A4C7-439401BD8120,2023-09-28_14h03.40.872,WP_VExplicitOC_LH,2022.2.5,Win32,16.12903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT79304,3SNVL38CIAR0QPW3Y6ZG4K9QHJ5KCP,AFFCDF88-5C27-47DA-A4C7-439401BD8120,2023-09-28_14h03.40.872,WP_VExplicitOC_LH,2022.2.5,Win32,16.12903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT79304,3SNVL38CIAR0QPW3Y6ZG4K9QHJ5KCP,AFFCDF88-5C27-47DA-A4C7-439401BD8120,2023-09-28_14h03.40.872,WP_VExplicitOC_LH,2022.2.5,Win32,16.12903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT79304,3SNVL38CIAR0QPW3Y6ZG4K9QHJ5KCP,AFFCDF88-5C27-47DA-A4C7-439401BD8120,2023-09-28_14h03.40.872,WP_VExplicitOC_LH,2022.2.5,Win32,16.12903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.66666667,3.9203,0,0,0,0,1,rest (looking at a fixed cross),001.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT79304,3SNVL38CIAR0QPW3Y6ZG4K9QHJ5KCP,AFFCDF88-5C27-47DA-A4C7-439401BD8120,2023-09-28_14h03.40.872,WP_VExplicitOC_LH,2022.2.5,Win32,16.12903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,stand up,002.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT79304,3SNVL38CIAR0QPW3Y6ZG4K9QHJ5KCP,AFFCDF88-5C27-47DA-A4C7-439401BD8120,2023-09-28_14h03.40.872,WP_VExplicitOC_LH,2022.2.5,Win32,16.12903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,1,stretch,003.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
