participant,session,completion,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran,rating_alt_2.response,rating_alt_2.rt,AltC2.thisRepN,AltC2.thisTrialN,AltC2.thisN,AltC2.thisIndex,AltC2.ran,BottomAlt_Choice,rndRat4.thisRepN,rndRat4.thisTrialN,rndRat4.thisN,rndRat4.thisIndex,rndRat4.ran,rndRat5.thisRepN,rndRat5.thisTrialN,rndRat5.thisN,rndRat5.thisIndex,rndRat5.ran,trials_FC_L.thisRepN,trials_FC_L.thisTrialN,trials_FC_L.thisN,trials_FC_L.thisIndex,trials_FC_L.ran
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,40.625,4.3934,2.0295,0,0,0,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,-32.63327948,4.096,2.0549,0,1,1,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,36.83360258,3.8817,2.0087,0,2,2,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.83360258,1.7814,0,0,0,0,1,rest (looking at a fixed cross),001.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.31179321,1.5627,0,1,1,1,1,stand up,002.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.54119548,1.2476,0,2,2,2,1,stretch,003.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.52827141,1.6935,0,3,3,3,1,make a drink,004.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.75767367,1.3432,0,4,4,4,1,scroll social media,005.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.15670436,1.2162,0,5,5,5,1,listen to music,006.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.67851373,2.5425,0,6,6,6,1,daydream,007.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.23263328,1.5023,0,7,7,7,1,watch a short animation,008.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.84975767,0.9876,0,8,8,8,1,read a novel,009.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.29725363,0.8622,0,9,9,9,1,read the news,010.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT21877,3XM0HYN6NQYGYEDX7PAJQPVSVROEPK,EAA7AEE5-A6DB-431B-80BA-C2762ED60C45,2023-09-26_09h48.52.046,WP_VExplicitOC_HL,2022.2.5,Win32,22.077492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,make a drink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
