participant,session,completion,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran,rating_alt_2.response,rating_alt_2.rt,AltC2.thisRepN,AltC2.thisTrialN,AltC2.thisN,AltC2.thisIndex,AltC2.ran,BottomAlt_Choice,rndRat4.thisRepN,rndRat4.thisTrialN,rndRat4.thisN,rndRat4.thisIndex,rndRat4.ran,rndRat5.thisRepN,rndRat5.thisTrialN,rndRat5.thisN,rndRat5.thisIndex,rndRat5.ran,trials_FC_L.thisRepN,trials_FC_L.thisTrialN,trials_FC_L.thisN,trials_FC_L.thisIndex,trials_FC_L.ran
SUPAMT80658,3HYA4D452XICCLCN02JDCU8ZXZMF2Q,BB67C3B4-025D-4955-B6C1-7D0DAE11F719,2023-09-28_19h31.47.505,WP_VExplicitOC_HL,2022.2.5,Win32,10.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT80658,3HYA4D452XICCLCN02JDCU8ZXZMF2Q,BB67C3B4-025D-4955-B6C1-7D0DAE11F719,2023-09-28_19h31.47.505,WP_VExplicitOC_HL,2022.2.5,Win32,10.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT80658,3HYA4D452XICCLCN02JDCU8ZXZMF2Q,BB67C3B4-025D-4955-B6C1-7D0DAE11F719,2023-09-28_19h31.47.505,WP_VExplicitOC_HL,2022.2.5,Win32,10.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT80658,3HYA4D452XICCLCN02JDCU8ZXZMF2Q,BB67C3B4-025D-4955-B6C1-7D0DAE11F719,2023-09-28_19h31.47.505,WP_VExplicitOC_HL,2022.2.5,Win32,10.66666667,65.88541667,6.119,2.144,0,0,0,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT80658,3HYA4D452XICCLCN02JDCU8ZXZMF2Q,BB67C3B4-025D-4955-B6C1-7D0DAE11F719,2023-09-28_19h31.47.505,WP_VExplicitOC_HL,2022.2.5,Win32,10.66666667,NA,NA,2.127,0,1,1,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT80658,3HYA4D452XICCLCN02JDCU8ZXZMF2Q,BB67C3B4-025D-4955-B6C1-7D0DAE11F719,2023-09-28_19h31.47.505,WP_VExplicitOC_HL,2022.2.5,Win32,10.66666667,47.39583333,3.498,2.133,0,2,2,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT80658,3HYA4D452XICCLCN02JDCU8ZXZMF2Q,BB67C3B4-025D-4955-B6C1-7D0DAE11F719,2023-09-28_19h31.47.505,WP_VExplicitOC_HL,2022.2.5,Win32,10.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT80658,3HYA4D452XICCLCN02JDCU8ZXZMF2Q,BB67C3B4-025D-4955-B6C1-7D0DAE11F719,2023-09-28_19h31.47.505,WP_VExplicitOC_HL,2022.2.5,Win32,10.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT80658,3HYA4D452XICCLCN02JDCU8ZXZMF2Q,BB67C3B4-025D-4955-B6C1-7D0DAE11F719,2023-09-28_19h31.47.505,WP_VExplicitOC_HL,2022.2.5,Win32,10.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT80658,3HYA4D452XICCLCN02JDCU8ZXZMF2Q,BB67C3B4-025D-4955-B6C1-7D0DAE11F719,2023-09-28_19h31.47.505,WP_VExplicitOC_HL,2022.2.5,Win32,10.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
