participant,session,completion,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,TopAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran,rating_alt_2.response,rating_alt_2.rt,AltC2.thisRepN,AltC2.thisTrialN,AltC2.thisN,AltC2.thisIndex,AltC2.ran,BottomAlt_Choice,rndRat4.thisRepN,rndRat4.thisTrialN,rndRat4.thisN,rndRat4.thisIndex,rndRat4.ran,rndRat5.thisRepN,rndRat5.thisTrialN,rndRat5.thisN,rndRat5.thisIndex,rndRat5.ran,trials_FC_L.thisRepN,trials_FC_L.thisTrialN,trials_FC_L.thisN,trials_FC_L.thisIndex,trials_FC_L.ran
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,85.546875,3.7998,2.0122,0,0,0,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,82.421875,3.2865,2.0024,0,1,1,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,90.4296875,3.982,2.0422,0,2,2,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.8515625,3.9365,0,0,0,0,1,rest (looking at a fixed cross),001.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.015625,1.7365,0,1,1,1,1,stand up,002.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.671875,3.1691,0,2,2,2,1,stretch,003.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.6015625,1.5563,0,3,3,3,1,make a drink,004.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.2265625,1.5126,0,4,4,4,1,scroll social media,005.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.3203125,1.8032,0,5,5,5,1,listen to music,006.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.953125,2.032,0,6,6,6,1,daydream,007.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1.4769,0,7,7,7,1,watch a short animation,008.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.5625,1.8339,0,8,8,8,1,read a novel,009.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.984375,1.437,0,9,9,9,1,read the news,010.png,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,watch a short animation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT02660,3TEM0PF1QBW8IRVDU9K956CZN8X0DU,15C5F68E-0536-47B0-91FA-BBECB67682AE,2023-09-26_10h56.35.473,WP_VExplicitOC_HL,2022.2.5,Win32,16.1386634,63.8671875,3.9527,2.0758,NA,NA,NA,NA,NA,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
