participant,session,completion,date,expName,psychopyVersion,OS,frameRate,rating_all.response,rating_all.rt,rating_all.tStart,rndRat1.thisRepN,rndRat1.thisTrialN,rndRat1.thisN,rndRat1.thisIndex,rndRat1.ran,Emo,Labs,Labs2,rating_alt.response,rating_alt.rt,AltC.thisRepN,AltC.thisTrialN,AltC.thisN,AltC.thisIndex,AltC.ran,alt_choices,pic_choices,BottomAlt_Choice,rndRat2.thisRepN,rndRat2.thisTrialN,rndRat2.thisN,rndRat2.thisIndex,rndRat2.ran,rndRat3.thisRepN,rndRat3.thisTrialN,rndRat3.thisN,rndRat3.thisIndex,rndRat3.ran,trials_FC_L.thisRepN,trials_FC_L.thisTrialN,trials_FC_L.thisN,trials_FC_L.thisIndex,trials_FC_L.ran,rating_alt_2.response,rating_alt_2.rt,AltC2.thisRepN,AltC2.thisTrialN,AltC2.thisN,AltC2.thisIndex,AltC2.ran,TopAlt_Choice,rndRat4.thisRepN,rndRat4.thisTrialN,rndRat4.thisN,rndRat4.thisIndex,rndRat4.ran,rndRat5.thisRepN,rndRat5.thisTrialN,rndRat5.thisN,rndRat5.thisIndex,rndRat5.ran,trials_FC_H.thisRepN,trials_FC_H.thisTrialN,trials_FC_H.thisN,trials_FC_H.thisIndex,trials_FC_H.ran
SUPAMT99469,33JKGHPFYITE7HTX88LAZ8V65WNNMW,52831CBA-30C7-4E0F-B72A-0EF9462F2A12,2023-09-29_02h01.03.578,WP_VExplicitOC_LH,2022.2.5,Win32,7.970223246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT99469,33JKGHPFYITE7HTX88LAZ8V65WNNMW,52831CBA-30C7-4E0F-B72A-0EF9462F2A12,2023-09-29_02h01.03.578,WP_VExplicitOC_LH,2022.2.5,Win32,7.970223246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT99469,33JKGHPFYITE7HTX88LAZ8V65WNNMW,52831CBA-30C7-4E0F-B72A-0EF9462F2A12,2023-09-29_02h01.03.578,WP_VExplicitOC_LH,2022.2.5,Win32,7.970223246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT99469,33JKGHPFYITE7HTX88LAZ8V65WNNMW,52831CBA-30C7-4E0F-B72A-0EF9462F2A12,2023-09-29_02h01.03.578,WP_VExplicitOC_LH,2022.2.5,Win32,7.970223246,100,4.5428,2.0654,0,0,0,1,1,frustrated,"frustrated, not frustrated","more frustrated, less frustrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT99469,33JKGHPFYITE7HTX88LAZ8V65WNNMW,52831CBA-30C7-4E0F-B72A-0EF9462F2A12,2023-09-29_02h01.03.578,WP_VExplicitOC_LH,2022.2.5,Win32,7.970223246,100,4.034,2.0387,0,1,1,2,1,bored,"bored, not bored","more bored, less bored",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT99469,33JKGHPFYITE7HTX88LAZ8V65WNNMW,52831CBA-30C7-4E0F-B72A-0EF9462F2A12,2023-09-29_02h01.03.578,WP_VExplicitOC_LH,2022.2.5,Win32,7.970223246,100,3.9097,2.0721,0,2,2,0,1,happy,"unhappy, happy","less happy, more happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT99469,33JKGHPFYITE7HTX88LAZ8V65WNNMW,52831CBA-30C7-4E0F-B72A-0EF9462F2A12,2023-09-29_02h01.03.578,WP_VExplicitOC_LH,2022.2.5,Win32,7.970223246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT99469,33JKGHPFYITE7HTX88LAZ8V65WNNMW,52831CBA-30C7-4E0F-B72A-0EF9462F2A12,2023-09-29_02h01.03.578,WP_VExplicitOC_LH,2022.2.5,Win32,7.970223246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT99469,33JKGHPFYITE7HTX88LAZ8V65WNNMW,52831CBA-30C7-4E0F-B72A-0EF9462F2A12,2023-09-29_02h01.03.578,WP_VExplicitOC_LH,2022.2.5,Win32,7.970223246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUPAMT99469,33JKGHPFYITE7HTX88LAZ8V65WNNMW,52831CBA-30C7-4E0F-B72A-0EF9462F2A12,2023-09-29_02h01.03.578,WP_VExplicitOC_LH,2022.2.5,Win32,7.970223246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
